Time,LD_634/P1,LD_634/P2,LD_634/P3,LD_671/P1,LD_671/P2,LD_671/P3,LD_675/P1,LD_675/P2,LD_675/P3,LD_632/P1,LD_632/P2,LD_632/P3,LD_645/P1,LD_646/P1,LD_652/P1,LD_692/P1,LD_611/P1,LD_634/Q1,LD_634/Q2,LD_634/Q3,LD_671/Q1,LD_671/Q2,LD_671/Q3,LD_675/Q1,LD_675/Q2,LD_675/Q3,LD_632/Q1,LD_632/Q2,LD_632/Q3,LD_645/Q1,LD_646/Q1,LD_652/Q1,LD_692/Q1,LD_611/Q1
99,107.39,80.546,80.546,162.93,162.93,162.93,325.54,45.643,194.65,11.411,44.3,78.532,71.942,154.38,85.916,71.942,114.11,73.834,60.409,60.409,93.102,93.102,93.102,127.53,40.273,142.3,6.7122,25.506,45.643,52.899,88.601,57.725,63.902,53.697
100,107.21,80.409,80.409,163.43,163.43,163.43,324.98,45.565,194.32,11.391,44.225,78.398,72.162,154.12,85.769,72.162,113.91,73.708,60.306,60.306,93.387,93.387,93.387,127.31,40.204,142.06,6.7007,25.463,45.565,53.061,88.449,57.626,64.097,53.606
101,107.03,80.271,80.271,163.58,163.58,163.58,324.43,45.487,193.99,11.372,44.149,78.265,72.232,153.85,85.623,72.232,113.72,73.582,60.203,60.203,93.476,93.476,93.476,127.1,40.136,141.81,6.6893,25.419,45.487,53.111,88.298,57.528,64.159,53.514
102,106.85,80.134,80.134,166.07,166.07,166.07,323.87,45.409,193.66,11.352,44.074,78.131,73.328,153.59,85.476,73.328,113.52,73.456,60.1,60.1,94.896,94.896,94.896,126.88,40.067,141.57,6.6778,25.376,45.409,53.918,88.147,57.429,65.133,53.423
103,106.66,79.997,79.997,175.77,175.77,175.77,323.32,45.331,193.33,11.333,43.998,77.997,77.615,153.33,85.33,77.615,113.33,73.33,59.998,59.998,100.44,100.44,100.44,126.66,39.998,141.33,6.6664,25.332,45.331,57.07,87.996,57.331,68.94,53.331
104,106.48,79.859,79.859,175.82,175.82,175.82,322.76,45.254,192.99,11.313,43.923,77.863,77.636,153.06,85.183,77.636,113.13,73.204,59.895,59.895,100.47,100.47,100.47,126.44,39.93,141.08,6.6549,25.289,45.254,57.085,87.845,57.233,68.959,53.24
105,106.3,79.722,79.722,208.46,208.46,208.46,322.21,45.176,192.66,11.294,43.847,77.729,92.049,152.8,85.037,92.049,112.94,73.079,59.792,59.792,119.12,119.12,119.12,126.23,39.861,140.84,6.6435,25.245,45.176,67.683,87.694,57.134,81.761,53.148
106,106.11,79.585,79.585,214.44,214.44,214.44,321.65,45.098,192.33,11.275,43.772,77.595,94.686,152.54,84.89,94.686,112.75,72.953,59.689,59.689,122.53,122.53,122.53,126.01,39.792,140.6,6.6321,25.202,45.098,69.622,87.543,57.036,84.103,53.056
107,105.93,79.447,79.447,216.17,216.17,216.17,321.1,45.02,192,11.255,43.696,77.461,95.453,152.27,84.744,95.453,112.55,72.827,59.586,59.586,123.53,123.53,123.53,125.79,39.724,140.36,6.6206,25.158,45.02,70.186,87.392,56.937,84.785,52.965
108,105.91,79.436,79.436,211.69,211.69,211.69,321.05,45.014,191.97,11.253,43.69,77.45,93.475,152.25,84.732,93.475,112.53,72.816,59.577,59.577,120.97,120.97,120.97,125.77,39.718,140.34,6.6197,25.155,45.014,68.732,87.379,56.929,83.028,52.957
109,106.4,79.801,79.801,205.61,205.61,205.61,322.53,45.221,192.85,11.305,43.891,77.806,90.787,152.95,85.121,90.787,113.05,73.151,59.851,59.851,117.49,117.49,117.49,126.35,39.901,140.98,6.6501,25.27,45.221,66.755,87.781,57.191,80.641,53.201
110,106.89,80.167,80.167,205.78,205.78,205.78,324.01,45.428,193.74,11.357,44.092,78.163,90.863,153.65,85.511,90.863,113.57,73.486,60.125,60.125,117.59,117.59,117.59,126.93,40.083,141.63,6.6806,25.386,45.428,66.811,88.183,57.453,80.708,53.445
111,107.38,80.532,80.532,206.37,206.37,206.37,325.48,45.635,194.62,11.409,44.293,78.519,91.123,154.35,85.901,91.123,114.09,73.821,60.399,60.399,117.92,117.92,117.92,127.51,40.266,142.27,6.711,25.502,45.635,67.002,88.586,57.715,80.938,53.688
112,107.86,80.898,80.898,204.63,204.63,204.63,326.96,45.842,195.5,11.461,44.494,78.875,90.356,155.05,86.291,90.356,114.61,74.156,60.673,60.673,116.93,116.93,116.93,128.09,40.449,142.92,6.7415,25.618,45.842,66.438,88.988,57.977,80.257,53.932
113,108.27,81.2,81.2,199.32,199.32,199.32,328.18,46.013,196.23,11.503,44.66,79.17,88.012,155.63,86.613,88.012,115.03,74.433,60.9,60.9,113.9,113.9,113.9,128.57,40.6,143.45,6.7667,25.713,46.013,64.715,89.32,58.193,78.175,54.133
114,106.22,79.667,79.667,206.82,206.82,206.82,321.99,45.144,192.53,11.286,43.817,77.675,91.324,152.69,84.978,91.324,112.86,73.028,59.75,59.75,118.18,118.18,118.18,126.14,39.833,140.74,6.6389,25.228,45.144,67.15,87.633,57.094,81.117,53.111
115,105.59,79.19,79.19,210.85,210.85,210.85,320.06,44.874,191.38,11.219,43.554,77.21,93.102,151.78,84.469,93.102,112.19,72.591,59.392,59.392,120.48,120.48,120.48,125.38,39.595,139.9,6.5992,25.077,44.874,68.457,87.109,56.753,82.696,52.793
116,105.46,79.098,79.098,217.47,217.47,217.47,319.69,44.822,191.15,11.205,43.504,77.12,96.025,151.6,84.371,96.025,112.05,72.506,59.323,59.323,124.27,124.27,124.27,125.24,39.549,139.74,6.5915,25.048,44.822,70.607,87.007,56.687,85.293,52.732
117,105.34,79.005,79.005,218.88,218.88,218.88,319.31,44.77,190.93,11.192,43.453,77.03,96.649,151.43,84.272,96.649,111.92,72.421,59.254,59.254,125.08,125.08,125.08,125.09,39.503,139.58,6.5838,25.018,44.77,71.065,86.906,56.62,85.847,52.67
118,105.22,78.913,78.913,218.16,218.16,218.16,318.94,44.717,190.71,11.179,43.402,76.94,96.33,151.25,84.174,96.33,111.79,72.337,59.185,59.185,124.66,124.66,124.66,124.95,39.456,139.41,6.5761,24.989,44.717,70.831,86.804,56.554,85.564,52.608
119,105.09,78.82,78.82,211.32,211.32,211.32,318.57,44.665,190.48,11.166,43.351,76.85,93.309,151.07,84.075,93.309,111.66,72.252,59.115,59.115,120.75,120.75,120.75,124.8,39.41,139.25,6.5684,24.96,44.665,68.61,86.702,56.488,82.881,52.547
120,104.97,78.728,78.728,203.38,203.38,203.38,318.19,44.612,190.26,11.153,43.3,76.76,89.805,150.89,83.976,89.805,111.53,72.167,59.046,59.046,116.22,116.22,116.22,124.65,39.364,139.09,6.5606,24.93,44.612,66.033,86.601,56.422,79.768,52.485
121,104.85,78.635,78.635,201.97,201.97,201.97,317.82,44.56,190.04,11.14,43.249,76.669,89.18,150.72,83.878,89.18,111.4,72.082,58.977,58.977,115.41,115.41,115.41,124.51,39.318,138.92,6.5529,24.901,44.56,65.574,86.499,56.355,79.213,52.424
122,104.72,78.543,78.543,203.02,203.02,203.02,317.44,44.508,189.81,11.127,43.199,76.579,89.647,150.54,83.779,89.647,111.27,71.998,58.907,58.907,116.01,116.01,116.01,124.36,39.271,138.76,6.5452,24.872,44.508,65.917,86.397,56.289,79.628,52.362
123,104.6,78.45,78.45,202.02,202.02,202.02,317.07,44.455,189.59,11.114,43.148,76.489,89.205,150.36,83.681,89.205,111.14,71.913,58.838,58.838,115.44,115.44,115.44,124.21,39.225,138.6,6.5375,24.843,44.455,65.592,86.296,56.223,79.235,52.3
124,104.48,78.358,78.358,200.48,200.48,200.48,316.7,44.403,189.37,11.101,43.097,76.399,88.525,150.19,83.582,88.525,111.01,71.828,58.769,58.769,114.56,114.56,114.56,124.07,39.179,138.43,6.5298,24.813,44.403,65.092,86.194,56.157,78.631,52.239
125,104.35,78.266,78.266,200.37,200.37,200.37,316.32,44.351,189.14,11.088,43.046,76.309,88.475,150.01,83.483,88.475,110.88,71.743,58.699,58.699,114.5,114.5,114.5,123.92,39.133,138.27,6.5221,24.784,44.351,65.055,86.092,56.09,78.587,52.177
126,104.23,78.173,78.173,195.75,195.75,195.75,315.95,44.298,188.92,11.075,42.995,76.219,86.437,149.83,83.385,86.437,110.75,71.659,58.63,58.63,111.86,111.86,111.86,123.77,39.087,138.11,6.5144,24.755,44.298,63.556,85.991,56.024,76.776,52.115
127,104.11,78.081,78.081,204.94,204.94,204.94,315.58,44.246,188.7,11.061,42.944,76.129,90.493,149.65,83.286,90.493,110.61,71.574,58.561,58.561,117.11,117.11,117.11,123.63,39.04,137.94,6.5067,24.726,44.246,66.539,85.889,55.958,80.379,52.054
128,103.98,77.988,77.988,215.38,215.38,215.38,315.2,44.193,188.47,11.048,42.894,76.039,95.104,149.48,83.188,95.104,110.48,71.489,58.491,58.491,123.08,123.08,123.08,123.48,38.994,137.78,6.499,24.696,44.193,69.929,85.787,55.892,84.475,51.992
129,103.86,77.896,77.896,217.01,217.01,217.01,314.83,44.141,188.25,11.035,42.843,75.948,95.825,149.3,83.089,95.825,110.35,71.405,58.422,58.422,124.01,124.01,124.01,123.34,38.948,137.62,6.4913,24.667,44.141,70.459,85.685,55.825,85.115,51.931
130,103.74,77.803,77.803,225.37,225.37,225.37,314.46,44.089,188.03,11.022,42.792,75.858,99.512,149.12,82.99,99.512,110.22,71.32,58.353,58.353,128.78,128.78,128.78,123.19,38.902,137.45,6.4836,24.638,44.089,73.171,85.584,55.759,88.39,51.869
131,103.61,77.711,77.711,224.76,224.76,224.76,314.08,44.036,187.8,11.009,42.741,75.768,99.245,148.95,82.892,99.245,110.09,71.235,58.283,58.283,128.43,128.43,128.43,123.04,38.856,137.29,6.4759,24.608,44.036,72.974,85.482,55.693,88.153,51.807
132,103.49,77.619,77.619,225.27,225.27,225.27,313.71,43.984,187.58,10.996,42.69,75.678,99.469,148.77,82.793,99.469,109.96,71.15,58.214,58.214,128.72,128.72,128.72,122.9,38.809,137.13,6.4682,24.579,43.984,73.139,85.38,55.627,88.351,51.746
133,103.37,77.526,77.526,227.56,227.56,227.56,313.33,43.931,187.35,10.983,42.639,75.588,100.48,148.59,82.695,100.48,109.83,71.066,58.145,58.145,130.03,130.03,130.03,122.75,38.763,136.96,6.4605,24.55,43.931,73.882,85.279,55.56,89.25,51.684
134,103.24,77.434,77.434,239.81,239.81,239.81,312.96,43.879,187.13,10.97,42.589,75.498,105.89,148.41,82.596,105.89,109.7,70.981,58.075,58.075,137.03,137.03,137.03,122.6,38.717,136.8,6.4528,24.521,43.879,77.861,85.177,55.494,94.055,51.622
135,103.12,77.341,77.341,238.44,238.44,238.44,312.59,43.827,186.91,10.957,42.538,75.408,105.29,148.24,82.497,105.29,109.57,70.896,58.006,58.006,136.25,136.25,136.25,122.46,38.671,136.64,6.4451,24.491,43.827,77.416,85.075,55.428,93.519,51.561
136,103,77.249,77.249,233.04,233.04,233.04,312.21,43.774,186.68,10.944,42.487,75.318,102.9,148.06,82.399,102.9,109.44,70.811,57.937,57.937,133.17,133.17,133.17,122.31,38.624,136.47,6.4374,24.462,43.774,75.663,84.974,55.362,91.401,51.499
137,102.88,77.156,77.156,234.09,234.09,234.09,311.84,43.722,186.46,10.93,42.436,75.227,103.37,147.88,82.3,103.37,109.3,70.727,57.867,57.867,133.77,133.77,133.77,122.16,38.578,136.31,6.4297,24.433,43.722,76.004,84.872,55.295,91.813,51.438
138,102.75,77.064,77.064,233.13,233.13,233.13,311.47,43.67,186.24,10.917,42.385,75.137,102.94,147.71,82.202,102.94,109.17,70.642,57.798,57.798,133.22,133.22,133.22,122.02,38.532,136.15,6.422,24.404,43.67,75.691,84.77,55.229,91.435,51.376
139,102.63,76.972,76.972,230.73,230.73,230.73,311.09,43.617,186.01,10.904,42.334,75.047,101.88,147.53,82.103,101.88,109.04,70.557,57.729,57.729,131.85,131.85,131.85,121.87,38.486,135.98,6.4143,24.374,43.617,74.913,84.669,55.163,90.495,51.314
140,102.51,76.879,76.879,236,236,236,310.72,43.565,185.79,10.891,42.283,74.957,104.21,147.35,82.004,104.21,108.91,70.472,57.659,57.659,134.86,134.86,134.86,121.73,38.44,135.82,6.4066,24.345,43.565,76.624,84.567,55.097,92.562,51.253
141,102.38,76.787,76.787,240.39,240.39,240.39,310.35,43.512,185.57,10.878,42.233,74.867,106.15,147.17,81.906,106.15,108.78,70.388,57.59,57.59,137.37,137.37,137.37,121.58,38.393,135.66,6.3989,24.316,43.512,78.049,84.465,55.03,94.283,51.191
142,102.26,76.694,76.694,242.89,242.89,242.89,309.97,43.46,185.34,10.865,42.182,74.777,107.25,147,81.807,107.25,108.65,70.303,57.521,57.521,138.8,138.8,138.8,121.43,38.347,135.49,6.3912,24.287,43.46,78.862,84.364,54.964,95.265,51.129
143,102.14,76.602,76.602,245.35,245.35,245.35,309.6,43.408,185.12,10.852,42.131,74.687,108.34,146.82,81.709,108.34,108.52,70.218,57.451,57.451,140.2,140.2,140.2,121.29,38.301,135.33,6.3835,24.257,43.408,79.66,84.262,54.898,96.229,51.068
144,102.01,76.509,76.509,244.29,244.29,244.29,309.23,43.355,184.9,10.839,42.08,74.597,107.87,146.64,81.61,107.87,108.39,70.134,57.382,57.382,139.59,139.59,139.59,121.14,38.255,135.17,6.3758,24.228,43.355,79.314,84.16,54.832,95.812,51.006
145,101.89,76.417,76.417,244.81,244.81,244.81,308.85,43.303,184.67,10.826,42.029,74.507,108.1,146.47,81.511,108.1,108.26,70.049,57.313,57.313,139.89,139.89,139.89,120.99,38.208,135,6.3681,24.199,43.303,79.485,84.059,54.765,96.018,50.945
146,101.77,76.324,76.324,244.48,244.48,244.48,308.48,43.251,184.45,10.813,41.978,74.416,107.95,146.29,81.413,107.95,108.13,69.964,57.243,57.243,139.7,139.7,139.7,120.85,38.162,134.84,6.3604,24.169,43.251,79.376,83.957,54.699,95.886,50.883
147,101.64,76.232,76.232,241.09,241.09,241.09,308.1,43.198,184.23,10.8,41.928,74.326,106.46,146.11,81.314,106.46,108,69.879,57.174,57.174,137.77,137.77,137.77,120.7,38.116,134.68,6.3527,24.14,43.198,78.277,83.855,54.633,94.558,50.821
148,101.52,76.14,76.14,231.04,231.04,231.04,307.73,43.146,184,10.786,41.877,74.236,102.02,145.93,81.216,102.02,107.86,69.795,57.105,57.105,132.02,132.02,132.02,120.55,38.07,134.51,6.345,24.111,43.146,75.012,83.754,54.567,90.615,50.76
149,101.4,76.047,76.047,228.73,228.73,228.73,307.36,43.093,183.78,10.773,41.826,74.146,101,145.76,81.117,101,107.73,69.71,57.035,57.035,130.7,130.7,130.7,120.41,38.024,134.35,6.3373,24.082,43.093,74.262,83.652,54.5,89.709,50.698
150,101.27,75.955,75.955,238.96,238.96,238.96,306.98,43.041,183.56,10.76,41.775,74.056,105.51,145.58,81.018,105.51,107.6,69.625,56.966,56.966,136.55,136.55,136.55,120.26,37.977,134.19,6.3296,24.052,43.041,77.583,83.55,54.434,93.72,50.636
151,101.15,75.862,75.862,238.9,238.9,238.9,306.61,42.989,183.33,10.747,41.724,73.966,105.49,145.4,80.92,105.49,107.47,69.54,56.897,56.897,136.52,136.52,136.52,120.12,37.931,134.02,6.3219,24.023,42.989,77.566,83.449,54.368,93.7,50.575
152,101.03,75.77,75.77,252.04,252.04,252.04,306.24,42.936,183.11,10.734,41.673,73.876,111.29,145.23,80.821,111.29,107.34,69.456,56.827,56.827,144.02,144.02,144.02,119.97,37.885,133.86,6.3142,23.994,42.936,81.83,83.347,54.302,98.851,50.513
153,100.9,75.677,75.677,257.96,257.96,257.96,305.86,42.884,182.89,10.721,41.623,73.786,113.9,145.05,80.723,113.9,107.21,69.371,56.758,56.758,147.4,147.4,147.4,119.82,37.839,133.7,6.3065,23.965,42.884,83.752,83.245,54.235,101.17,50.452
154,100.78,75.585,75.585,260.76,260.76,260.76,305.49,42.832,182.66,10.708,41.572,73.695,115.14,144.87,80.624,115.14,107.08,69.286,56.689,56.689,149.01,149.01,149.01,119.68,37.793,133.53,6.2988,23.935,42.832,84.663,83.144,54.169,102.27,50.39
155,100.66,75.493,75.493,269.79,269.79,269.79,305.12,42.779,182.44,10.695,41.521,73.605,119.13,144.69,80.525,119.13,106.95,69.202,56.619,56.619,154.17,154.17,154.17,119.53,37.746,133.37,6.291,23.906,42.779,87.594,83.042,54.103,105.81,50.328
156,100.53,75.4,75.4,269.7,269.7,269.7,304.74,42.727,182.22,10.682,41.47,73.515,119.09,144.52,80.427,119.09,106.82,69.117,56.55,56.55,154.11,154.11,154.11,119.38,37.7,133.21,6.2833,23.877,42.727,87.565,82.94,54.037,105.78,50.267
157,100.41,75.308,75.308,263.31,263.31,263.31,304.37,42.674,181.99,10.669,41.419,73.425,116.27,144.34,80.328,116.27,106.69,69.032,56.481,56.481,150.46,150.46,150.46,119.24,37.654,133.04,6.2756,23.847,42.674,85.49,82.838,53.971,103.27,50.205
158,100.29,75.215,75.215,252.29,252.29,252.29,304,42.622,181.77,10.655,41.368,73.335,111.4,144.16,80.23,111.4,106.55,68.947,56.411,56.411,144.17,144.17,144.17,119.09,37.608,132.88,6.2679,23.818,42.622,81.912,82.737,53.904,98.95,50.144
159,100.16,75.123,75.123,232.74,232.74,232.74,303.62,42.57,181.55,10.642,41.318,73.245,102.77,143.99,80.131,102.77,106.42,68.863,56.342,56.342,132.99,132.99,132.99,118.94,37.561,132.72,6.2602,23.789,42.57,75.565,82.635,53.838,91.282,50.082
160,100.04,75.03,75.03,231.17,231.17,231.17,303.25,42.517,181.32,10.629,41.267,73.155,102.07,143.81,80.032,102.07,106.29,68.778,56.273,56.273,132.1,132.1,132.1,118.8,37.515,132.55,6.2525,23.76,42.517,75.055,82.533,53.772,90.666,50.02
161,99.917,74.938,74.938,216.41,216.41,216.41,302.87,42.465,181.1,10.616,41.216,73.065,95.555,143.63,79.934,95.555,106.16,68.693,56.203,56.203,123.66,123.66,123.66,118.65,37.469,132.39,6.2448,23.73,42.465,70.261,82.432,53.706,84.876,49.959
162,99.794,74.846,74.846,211.6,211.6,211.6,302.5,42.412,180.88,10.603,41.165,72.974,93.433,143.45,79.835,93.433,106.03,68.608,56.134,56.134,120.91,120.91,120.91,118.51,37.423,132.23,6.2371,23.701,42.412,68.701,82.33,53.639,82.991,49.897
163,99.671,74.753,74.753,207.66,207.66,207.66,302.13,42.36,180.65,10.59,41.114,72.884,91.692,143.28,79.737,91.692,105.9,68.524,56.065,56.065,118.66,118.66,118.66,118.36,37.377,132.06,6.2294,23.672,42.36,67.421,82.228,53.573,81.444,49.835
164,99.548,74.661,74.661,206.67,206.67,206.67,301.75,42.308,180.43,10.577,41.063,72.794,91.256,143.1,79.638,91.256,105.77,68.439,55.995,55.995,118.1,118.1,118.1,118.21,37.33,131.9,6.2217,23.643,42.308,67.1,82.127,53.507,81.057,49.774
165,99.424,74.568,74.568,208.78,208.78,208.78,301.38,42.255,180.21,10.564,41.013,72.704,92.187,142.92,79.539,92.187,105.64,68.354,55.926,55.926,119.3,119.3,119.3,118.07,37.284,131.74,6.214,23.613,42.255,67.785,82.025,53.441,81.884,49.712
166,99.301,74.476,74.476,212.99,212.99,212.99,301.01,42.203,179.98,10.551,40.962,72.614,94.048,142.75,79.441,94.048,105.51,68.269,55.857,55.857,121.71,121.71,121.71,117.92,37.238,131.57,6.2063,23.584,42.203,69.153,81.923,53.374,83.537,49.651
167,99.178,74.383,74.383,213.22,213.22,213.22,300.63,42.151,179.76,10.538,40.911,72.524,94.15,142.57,79.342,94.15,105.38,68.185,55.788,55.788,121.84,121.84,121.84,117.77,37.192,131.41,6.1986,23.555,42.151,69.228,81.822,53.308,83.627,49.589
168,99.055,74.291,74.291,214.8,214.8,214.8,300.26,42.098,179.54,10.525,40.86,72.434,94.849,142.39,79.244,94.849,105.25,68.1,55.718,55.718,122.75,122.75,122.75,117.63,37.145,131.25,6.1909,23.525,42.098,69.742,81.72,53.242,84.248,49.527
169,98.931,74.198,74.198,279.91,279.91,279.91,299.89,42.046,179.31,10.511,40.809,72.344,123.6,142.21,79.145,123.6,105.11,68.015,55.649,55.649,159.95,159.95,159.95,117.48,37.099,131.08,6.1832,23.496,42.046,90.881,81.618,53.176,109.78,49.466
170,99.578,74.683,74.683,291.8,291.8,291.8,301.85,42.321,180.49,10.58,41.076,72.816,128.85,143.14,79.662,128.85,105.8,68.46,56.013,56.013,166.74,166.74,166.74,118.25,37.342,131.94,6.2236,23.65,42.321,94.741,82.152,53.523,114.45,49.789
171,100.33,75.245,75.245,291.4,291.4,291.4,304.11,42.639,181.84,10.66,41.385,73.364,128.67,144.22,80.261,128.67,106.6,68.974,56.434,56.434,166.51,166.51,166.51,119.14,37.622,132.93,6.2704,23.827,42.639,94.609,82.769,53.925,114.29,50.163
172,101.07,75.806,75.806,292.52,292.52,292.52,306.38,42.957,183.2,10.739,41.693,73.911,129.17,145.29,80.86,129.17,107.39,69.489,56.854,56.854,167.16,167.16,167.16,120.03,37.903,133.92,6.3172,24.005,42.957,94.975,83.387,54.328,114.73,50.537
173,101.66,76.248,76.248,297.68,297.68,297.68,308.17,43.207,184.27,10.802,41.936,74.342,131.44,146.14,81.331,131.44,108.02,69.894,57.186,57.186,170.1,170.1,170.1,120.73,38.124,134.7,6.354,24.145,43.207,96.65,83.872,54.644,116.75,50.832
174,100.82,75.614,75.614,303.7,303.7,303.7,305.61,42.848,182.73,10.712,41.588,73.724,134.1,144.93,80.655,134.1,107.12,69.313,56.711,56.711,173.54,173.54,173.54,119.72,37.807,133.59,6.3012,23.945,42.848,98.605,83.176,54.19,119.11,50.41
175,99.975,74.981,74.981,306.64,306.64,306.64,303.05,42.489,181.2,10.622,41.24,73.107,135.4,143.71,79.98,135.4,106.22,68.733,56.236,56.236,175.22,175.22,175.22,118.72,37.491,132.47,6.2484,23.744,42.489,99.559,82.479,53.736,120.27,49.987
176,99.955,74.966,74.966,310.87,310.87,310.87,302.99,42.481,181.17,10.62,41.231,73.092,137.27,143.68,79.964,137.27,106.2,68.719,56.225,56.225,177.64,177.64,177.64,118.7,37.483,132.44,6.2472,23.739,42.481,100.93,82.463,53.726,121.93,49.977
177,100.76,75.57,75.57,311.59,311.59,311.59,305.43,42.823,182.63,10.706,41.563,73.68,137.58,144.84,80.608,137.58,107.06,69.272,56.677,56.677,178.05,178.05,178.05,119.65,37.785,133.51,6.2975,23.93,42.823,101.16,83.126,54.158,122.21,50.38
178,101.56,76.173,76.173,310.64,310.64,310.64,307.87,43.165,184.08,10.791,41.895,74.269,137.16,146,81.251,137.16,107.91,69.825,57.13,57.13,177.51,177.51,177.51,120.61,38.086,134.57,6.3477,24.121,43.165,100.86,83.79,54.591,121.83,50.782
179,102.37,76.776,76.776,305.13,305.13,305.13,310.3,43.507,185.54,10.877,42.227,74.857,134.73,147.15,81.895,134.73,108.77,70.378,57.582,57.582,174.36,174.36,174.36,121.56,38.388,135.64,6.398,24.313,43.507,99.069,84.454,55.023,119.67,51.184
180,103.17,77.38,77.38,305.51,305.51,305.51,312.74,43.849,187,10.962,42.559,75.445,134.9,148.31,82.539,134.9,109.62,70.932,58.035,58.035,174.58,174.58,174.58,122.52,38.69,136.7,6.4483,24.504,43.849,99.192,85.118,55.456,119.82,51.587
181,103.98,77.983,77.983,299.28,299.28,299.28,315.18,44.191,188.46,11.048,42.891,76.034,132.15,149.47,83.182,132.15,110.48,71.485,58.487,58.487,171.02,171.02,171.02,123.47,38.992,137.77,6.4986,24.695,44.191,97.168,85.782,55.888,117.38,51.989
182,105.64,79.23,79.23,286.76,286.76,286.76,320.22,44.897,191.47,11.224,43.577,77.249,126.62,151.86,84.512,126.62,112.24,72.628,59.423,59.423,163.86,163.86,163.86,125.45,39.615,139.97,6.6025,25.09,44.897,93.104,87.153,56.782,112.47,52.82
183,106.28,79.707,79.707,286,286,286,322.15,45.167,192.62,11.292,43.839,77.714,126.28,152.77,85.021,126.28,112.92,73.065,59.78,59.78,163.43,163.43,163.43,126.2,39.853,140.82,6.6422,25.24,45.167,92.856,87.677,57.123,112.17,53.138
184,105.66,79.249,79.249,306.22,306.22,306.22,320.3,44.908,191.52,11.227,43.587,77.267,135.22,151.89,84.532,135.22,112.27,72.645,59.436,59.436,174.98,174.98,174.98,125.48,39.624,140.01,6.6041,25.095,44.908,99.423,87.173,56.795,120.1,52.832
185,105.05,78.79,78.79,339.29,339.29,339.29,318.44,44.648,190.41,11.162,43.335,76.821,149.82,151.02,84.043,149.82,111.62,72.225,59.093,59.093,193.88,193.88,193.88,124.75,39.395,139.2,6.5659,24.95,44.648,110.16,86.669,56.466,133.07,52.527
186,104.44,78.332,78.332,338.83,338.83,338.83,316.59,44.388,189.3,11.097,43.083,76.374,149.61,150.14,83.554,149.61,110.97,71.805,58.749,58.749,193.62,193.62,193.62,124.03,39.166,138.39,6.5277,24.805,44.388,110.01,86.166,56.138,132.89,52.222
187,104.15,78.113,78.113,338.43,338.43,338.43,315.71,44.264,188.77,11.066,42.962,76.16,149.44,149.72,83.32,149.44,110.66,71.603,58.584,58.584,193.39,193.39,193.39,123.68,39.056,138,6.5094,24.736,44.264,109.88,85.924,55.981,132.73,52.075
188,103.96,77.972,77.972,338.24,338.24,338.24,315.14,44.184,188.43,11.046,42.885,76.023,149.35,149.45,83.171,149.35,110.46,71.475,58.479,58.479,193.28,193.28,193.28,123.46,38.986,137.75,6.4977,24.691,44.184,109.82,85.77,55.88,132.66,51.982
