Time,LD_1/P1,LD_2/P1,LD_4/P1,LD_5/P1,LD_6/P1,LD_7/P1,LD_9/P1,LD_10/P1,LD_11/P1,LD_12/P1,LD_16/P1,LD_17/P1,LD_19/P1,LD_20/P1,LD_22/P1,LD_24/P1,LD_28/P1,LD_29/P1,LD_30/P1,LD_31/P1,LD_32/P1,LD_33/P1,LD_34/P1,LD_35/P1,LD_37/P1,LD_38/P1,LD_39/P1,LD_41/P1,LD_42/P1,LD_43/P1,LD_45/P1,LD_46/P1,LD_47/P1,LD_47/P2,LD_47/P3,LD_48/P1,LD_48/P2,LD_48/P3,LD_49/P1,LD_49/P2,LD_49/P3,LD_50/P1,LD_51/P1,LD_52/P1,LD_53/P1,LD_55/P1,LD_56/P1,LD_58/P1,LD_59/P1,LD_60/P1,LD_62/P1,LD_63/P1,LD_64/P1,LD_65/P1,LD_65/P2,LD_65/P3,LD_66/P1,LD_68/P1,LD_69/P1,LD_70/P1,LD_71/P1,LD_73/P1,LD_74/P1,LD_75/P1,LD_76/P1,LD_76/P2,LD_76/P3,LD_77/P1,LD_79/P1,LD_80/P1,LD_82/P1,LD_83/P1,LD_84/P1,LD_85/P1,LD_86/P1,LD_87/P1,LD_88/P1,LD_90/P1,LD_92/P1,LD_94/P1,LD_95/P1,LD_96/P1,LD_98/P1,LD_99/P1,LD_100/P1,LD_102/P1,LD_103/P1,LD_104/P1,LD_106/P1,LD_107/P1,LD_109/P1,LD_111/P1,LD_112/P1,LD_113/P1,LD_114/P1,LD_1/Q1,LD_2/Q1,LD_4/Q1,LD_5/Q1,LD_6/Q1,LD_7/Q1,LD_9/Q1,LD_10/Q1,LD_11/Q1,LD_12/Q1,LD_16/Q1,LD_17/Q1,LD_19/Q1,LD_20/Q1,LD_22/Q1,LD_24/Q1,LD_28/Q1,LD_29/Q1,LD_30/Q1,LD_31/Q1,LD_32/Q1,LD_33/Q1,LD_34/Q1,LD_35/Q1,LD_37/Q1,LD_38/Q1,LD_39/Q1,LD_41/Q1,LD_42/Q1,LD_43/Q1,LD_45/Q1,LD_46/Q1,LD_47/Q1,LD_47/Q2,LD_47/Q3,LD_48/Q1,LD_48/Q2,LD_48/Q3,LD_49/Q1,LD_49/Q2,LD_49/Q3,LD_50/Q1,LD_51/Q1,LD_52/Q1,LD_53/Q1,LD_55/Q1,LD_56/Q1,LD_58/Q1,LD_59/Q1,LD_60/Q1,LD_62/Q1,LD_63/Q1,LD_64/Q1,LD_65/Q1,LD_65/Q2,LD_65/Q3,LD_66/Q1,LD_68/Q1,LD_69/Q1,LD_70/Q1,LD_71/Q1,LD_73/Q1,LD_74/Q1,LD_75/Q1,LD_76/Q1,LD_76/Q2,LD_76/Q3,LD_77/Q1,LD_79/Q1,LD_80/Q1,LD_82/Q1,LD_83/Q1,LD_84/Q1,LD_85/Q1,LD_86/Q1,LD_87/Q1,LD_88/Q1,LD_90/Q1,LD_92/Q1,LD_94/Q1,LD_95/Q1,LD_96/Q1,LD_98/Q1,LD_99/Q1,LD_100/Q1,LD_102/Q1,LD_103/Q1,LD_104/Q1,LD_106/Q1,LD_107/Q1,LD_109/Q1,LD_111/Q1,LD_112/Q1,LD_113/Q1,LD_114/Q1
1415,9.6154,2.5753,9.6154,4.8077,5.1506,4.8077,9.6154,2.5753,9.6154,4.8077,5.1506,4.8077,9.6154,5.1506,9.6154,9.6154,5.1506,9.6154,9.6154,2.5753,4.8077,9.6154,5.1506,9.6154,9.6154,2.5753,4.8077,4.8077,2.5753,9.6154,4.8077,2.5753,8.4135,8.4135,8.4135,16.827,16.827,16.827,4.5068,9.0136,4.5068,9.6154,4.8077,5.1506,9.6154,4.8077,2.5753,4.8077,4.8077,2.5753,9.6154,9.6154,9.6574,8.4135,8.4135,16.827,18.029,2.5753,9.6154,4.8077,5.1506,9.6154,9.6154,5.1506,25.24,16.827,16.827,9.6154,5.1506,9.6154,9.6154,2.5753,4.8077,9.6154,2.5753,9.6154,9.6154,5.1506,9.6154,9.6154,2.5753,4.8077,9.6154,5.1506,9.6154,4.8077,5.1506,9.6154,9.6154,5.1506,9.6154,4.8077,2.5753,9.6154,4.8077,4.8077,1.2877,4.8077,2.4038,2.5753,2.4038,4.8077,1.2877,4.8077,2.4038,2.5753,2.4038,4.8077,2.5753,4.8077,4.8077,2.5753,4.8077,4.8077,1.2877,2.4038,4.8077,2.5753,4.8077,4.8077,1.2877,2.4038,2.4038,1.2877,4.8077,2.4038,1.2877,6.0096,6.0096,6.0096,12.019,12.019,12.019,3.2191,6.4383,2.5753,4.8077,2.4038,2.5753,4.8077,2.4038,1.2877,2.4038,2.4038,1.2877,4.8077,4.8077,4.5068,6.0096,6.0096,12.019,8.4135,1.2877,4.8077,2.4038,2.5753,4.8077,4.8077,2.5753,19.231,12.019,12.019,4.8077,2.5753,4.8077,4.8077,1.2877,2.4038,4.8077,1.2877,4.8077,4.8077,2.5753,4.8077,4.8077,1.2877,2.4038,4.8077,2.5753,4.8077,2.4038,2.5753,4.8077,4.8077,2.5753,4.8077,2.4038,1.2877,4.8077,2.4038
1416,9.5794,2.733,9.5794,4.7897,5.4661,4.7897,9.5794,2.733,9.5794,4.7897,5.4661,4.7897,9.5794,5.4661,9.5794,9.5794,5.4661,9.5794,9.5794,2.733,4.7897,9.5794,5.4661,9.5794,9.5794,2.733,4.7897,4.7897,2.733,9.5794,4.7897,2.733,8.382,8.382,8.382,16.764,16.764,16.764,4.7828,9.5657,4.7828,9.5794,4.7897,5.4661,9.5794,4.7897,2.733,4.7897,4.7897,2.733,9.5794,9.5794,10.249,8.382,8.382,16.764,17.961,2.733,9.5794,4.7897,5.4661,9.5794,9.5794,5.4661,25.146,16.764,16.764,9.5794,5.4661,9.5794,9.5794,2.733,4.7897,9.5794,2.733,9.5794,9.5794,5.4661,9.5794,9.5794,2.733,4.7897,9.5794,5.4661,9.5794,4.7897,5.4661,9.5794,9.5794,5.4661,9.5794,4.7897,2.733,9.5794,4.7897,4.7897,1.3665,4.7897,2.3949,2.733,2.3949,4.7897,1.3665,4.7897,2.3949,2.733,2.3949,4.7897,2.733,4.7897,4.7897,2.733,4.7897,4.7897,1.3665,2.3949,4.7897,2.733,4.7897,4.7897,1.3665,2.3949,2.3949,1.3665,4.7897,2.3949,1.3665,5.9871,5.9871,5.9871,11.974,11.974,11.974,3.4163,6.8326,2.733,4.7897,2.3949,2.733,4.7897,2.3949,1.3665,2.3949,2.3949,1.3665,4.7897,4.7897,4.7828,5.9871,5.9871,11.974,8.382,1.3665,4.7897,2.3949,2.733,4.7897,4.7897,2.733,19.159,11.974,11.974,4.7897,2.733,4.7897,4.7897,1.3665,2.3949,4.7897,1.3665,4.7897,4.7897,2.733,4.7897,4.7897,1.3665,2.3949,4.7897,2.733,4.7897,2.3949,2.733,4.7897,4.7897,2.733,4.7897,2.3949,1.3665,4.7897,2.3949
1417,9.5435,2.739,9.5435,4.7717,5.4781,4.7717,9.5435,2.739,9.5435,4.7717,5.4781,4.7717,9.5435,5.4781,9.5435,9.5435,5.4781,9.5435,9.5435,2.739,4.7717,9.5435,5.4781,9.5435,9.5435,2.739,4.7717,4.7717,2.739,9.5435,4.7717,2.739,8.3505,8.3505,8.3505,16.701,16.701,16.701,4.7933,9.5867,4.7933,9.5435,4.7717,5.4781,9.5435,4.7717,2.739,4.7717,4.7717,2.739,9.5435,9.5435,10.271,8.3505,8.3505,16.701,17.894,2.739,9.5435,4.7717,5.4781,9.5435,9.5435,5.4781,25.052,16.701,16.701,9.5435,5.4781,9.5435,9.5435,2.739,4.7717,9.5435,2.739,9.5435,9.5435,5.4781,9.5435,9.5435,2.739,4.7717,9.5435,5.4781,9.5435,4.7717,5.4781,9.5435,9.5435,5.4781,9.5435,4.7717,2.739,9.5435,4.7717,4.7717,1.3695,4.7717,2.3859,2.739,2.3859,4.7717,1.3695,4.7717,2.3859,2.739,2.3859,4.7717,2.739,4.7717,4.7717,2.739,4.7717,4.7717,1.3695,2.3859,4.7717,2.739,4.7717,4.7717,1.3695,2.3859,2.3859,1.3695,4.7717,2.3859,1.3695,5.9647,5.9647,5.9647,11.929,11.929,11.929,3.4238,6.8476,2.739,4.7717,2.3859,2.739,4.7717,2.3859,1.3695,2.3859,2.3859,1.3695,4.7717,4.7717,4.7933,5.9647,5.9647,11.929,8.3505,1.3695,4.7717,2.3859,2.739,4.7717,4.7717,2.739,19.087,11.929,11.929,4.7717,2.739,4.7717,4.7717,1.3695,2.3859,4.7717,1.3695,4.7717,4.7717,2.739,4.7717,4.7717,1.3695,2.3859,4.7717,2.739,4.7717,2.3859,2.739,4.7717,4.7717,2.739,4.7717,2.3859,1.3695,4.7717,2.3859
1418,9.5075,2.8266,9.5075,4.7537,5.6531,4.7537,9.5075,2.8266,9.5075,4.7537,5.6531,4.7537,9.5075,5.6531,9.5075,9.5075,5.6531,9.5075,9.5075,2.8266,4.7537,9.5075,5.6531,9.5075,9.5075,2.8266,4.7537,4.7537,2.8266,9.5075,4.7537,2.8266,8.3191,8.3191,8.3191,16.638,16.638,16.638,4.9465,9.893,4.9465,9.5075,4.7537,5.6531,9.5075,4.7537,2.8266,4.7537,4.7537,2.8266,9.5075,9.5075,10.6,8.3191,8.3191,16.638,17.827,2.8266,9.5075,4.7537,5.6531,9.5075,9.5075,5.6531,24.957,16.638,16.638,9.5075,5.6531,9.5075,9.5075,2.8266,4.7537,9.5075,2.8266,9.5075,9.5075,5.6531,9.5075,9.5075,2.8266,4.7537,9.5075,5.6531,9.5075,4.7537,5.6531,9.5075,9.5075,5.6531,9.5075,4.7537,2.8266,9.5075,4.7537,4.7537,1.4133,4.7537,2.3769,2.8266,2.3769,4.7537,1.4133,4.7537,2.3769,2.8266,2.3769,4.7537,2.8266,4.7537,4.7537,2.8266,4.7537,4.7537,1.4133,2.3769,4.7537,2.8266,4.7537,4.7537,1.4133,2.3769,2.3769,1.4133,4.7537,2.3769,1.4133,5.9422,5.9422,5.9422,11.884,11.884,11.884,3.5332,7.0664,2.8266,4.7537,2.3769,2.8266,4.7537,2.3769,1.4133,2.3769,2.3769,1.4133,4.7537,4.7537,4.9465,5.9422,5.9422,11.884,8.3191,1.4133,4.7537,2.3769,2.8266,4.7537,4.7537,2.8266,19.015,11.884,11.884,4.7537,2.8266,4.7537,4.7537,1.4133,2.3769,4.7537,1.4133,4.7537,4.7537,2.8266,4.7537,4.7537,1.4133,2.3769,4.7537,2.8266,4.7537,2.3769,2.8266,4.7537,4.7537,2.8266,4.7537,2.3769,1.4133,4.7537,2.3769
1419,9.4715,2.9752,9.4715,4.7358,5.9503,4.7358,9.4715,2.9752,9.4715,4.7358,5.9503,4.7358,9.4715,5.9503,9.4715,9.4715,5.9503,9.4715,9.4715,2.9752,4.7358,9.4715,5.9503,9.4715,9.4715,2.9752,4.7358,4.7358,2.9752,9.4715,4.7358,2.9752,8.2876,8.2876,8.2876,16.575,16.575,16.575,5.2066,10.413,5.2066,9.4715,4.7358,5.9503,9.4715,4.7358,2.9752,4.7358,4.7358,2.9752,9.4715,9.4715,11.157,8.2876,8.2876,16.575,17.759,2.9752,9.4715,4.7358,5.9503,9.4715,9.4715,5.9503,24.863,16.575,16.575,9.4715,5.9503,9.4715,9.4715,2.9752,4.7358,9.4715,2.9752,9.4715,9.4715,5.9503,9.4715,9.4715,2.9752,4.7358,9.4715,5.9503,9.4715,4.7358,5.9503,9.4715,9.4715,5.9503,9.4715,4.7358,2.9752,9.4715,4.7358,4.7358,1.4876,4.7358,2.3679,2.9752,2.3679,4.7358,1.4876,4.7358,2.3679,2.9752,2.3679,4.7358,2.9752,4.7358,4.7358,2.9752,4.7358,4.7358,1.4876,2.3679,4.7358,2.9752,4.7358,4.7358,1.4876,2.3679,2.3679,1.4876,4.7358,2.3679,1.4876,5.9197,5.9197,5.9197,11.839,11.839,11.839,3.719,7.4379,2.9752,4.7358,2.3679,2.9752,4.7358,2.3679,1.4876,2.3679,2.3679,1.4876,4.7358,4.7358,5.2066,5.9197,5.9197,11.839,8.2876,1.4876,4.7358,2.3679,2.9752,4.7358,4.7358,2.9752,18.943,11.839,11.839,4.7358,2.9752,4.7358,4.7358,1.4876,2.3679,4.7358,1.4876,4.7358,4.7358,2.9752,4.7358,4.7358,1.4876,2.3679,4.7358,2.9752,4.7358,2.3679,2.9752,4.7358,4.7358,2.9752,4.7358,2.3679,1.4876,4.7358,2.3679
1420,9.4356,2.9666,9.4356,4.7178,5.9332,4.7178,9.4356,2.9666,9.4356,4.7178,5.9332,4.7178,9.4356,5.9332,9.4356,9.4356,5.9332,9.4356,9.4356,2.9666,4.7178,9.4356,5.9332,9.4356,9.4356,2.9666,4.7178,4.7178,2.9666,9.4356,4.7178,2.9666,8.2561,8.2561,8.2561,16.512,16.512,16.512,5.1915,10.383,5.1915,9.4356,4.7178,5.9332,9.4356,4.7178,2.9666,4.7178,4.7178,2.9666,9.4356,9.4356,11.125,8.2561,8.2561,16.512,17.692,2.9666,9.4356,4.7178,5.9332,9.4356,9.4356,5.9332,24.768,16.512,16.512,9.4356,5.9332,9.4356,9.4356,2.9666,4.7178,9.4356,2.9666,9.4356,9.4356,5.9332,9.4356,9.4356,2.9666,4.7178,9.4356,5.9332,9.4356,4.7178,5.9332,9.4356,9.4356,5.9332,9.4356,4.7178,2.9666,9.4356,4.7178,4.7178,1.4833,4.7178,2.3589,2.9666,2.3589,4.7178,1.4833,4.7178,2.3589,2.9666,2.3589,4.7178,2.9666,4.7178,4.7178,2.9666,4.7178,4.7178,1.4833,2.3589,4.7178,2.9666,4.7178,4.7178,1.4833,2.3589,2.3589,1.4833,4.7178,2.3589,1.4833,5.8972,5.8972,5.8972,11.794,11.794,11.794,3.7082,7.4164,2.9666,4.7178,2.3589,2.9666,4.7178,2.3589,1.4833,2.3589,2.3589,1.4833,4.7178,4.7178,5.1915,5.8972,5.8972,11.794,8.2561,1.4833,4.7178,2.3589,2.9666,4.7178,4.7178,2.9666,18.871,11.794,11.794,4.7178,2.9666,4.7178,4.7178,1.4833,2.3589,4.7178,1.4833,4.7178,4.7178,2.9666,4.7178,4.7178,1.4833,2.3589,4.7178,2.9666,4.7178,2.3589,2.9666,4.7178,4.7178,2.9666,4.7178,2.3589,1.4833,4.7178,2.3589
1421,9.3996,2.9148,9.3996,4.6998,5.8296,4.6998,9.3996,2.9148,9.3996,4.6998,5.8296,4.6998,9.3996,5.8296,9.3996,9.3996,5.8296,9.3996,9.3996,2.9148,4.6998,9.3996,5.8296,9.3996,9.3996,2.9148,4.6998,4.6998,2.9148,9.3996,4.6998,2.9148,8.2246,8.2246,8.2246,16.449,16.449,16.449,5.1009,10.202,5.1009,9.3996,4.6998,5.8296,9.3996,4.6998,2.9148,4.6998,4.6998,2.9148,9.3996,9.3996,10.93,8.2246,8.2246,16.449,17.624,2.9148,9.3996,4.6998,5.8296,9.3996,9.3996,5.8296,24.674,16.449,16.449,9.3996,5.8296,9.3996,9.3996,2.9148,4.6998,9.3996,2.9148,9.3996,9.3996,5.8296,9.3996,9.3996,2.9148,4.6998,9.3996,5.8296,9.3996,4.6998,5.8296,9.3996,9.3996,5.8296,9.3996,4.6998,2.9148,9.3996,4.6998,4.6998,1.4574,4.6998,2.3499,2.9148,2.3499,4.6998,1.4574,4.6998,2.3499,2.9148,2.3499,4.6998,2.9148,4.6998,4.6998,2.9148,4.6998,4.6998,1.4574,2.3499,4.6998,2.9148,4.6998,4.6998,1.4574,2.3499,2.3499,1.4574,4.6998,2.3499,1.4574,5.8747,5.8747,5.8747,11.749,11.749,11.749,3.6435,7.287,2.9148,4.6998,2.3499,2.9148,4.6998,2.3499,1.4574,2.3499,2.3499,1.4574,4.6998,4.6998,5.1009,5.8747,5.8747,11.749,8.2246,1.4574,4.6998,2.3499,2.9148,4.6998,4.6998,2.9148,18.799,11.749,11.749,4.6998,2.9148,4.6998,4.6998,1.4574,2.3499,4.6998,1.4574,4.6998,4.6998,2.9148,4.6998,4.6998,1.4574,2.3499,4.6998,2.9148,4.6998,2.3499,2.9148,4.6998,4.6998,2.9148,4.6998,2.3499,1.4574,4.6998,2.3499
1422,9.3636,2.8139,9.3636,4.6818,5.6277,4.6818,9.3636,2.8139,9.3636,4.6818,5.6277,4.6818,9.3636,5.6277,9.3636,9.3636,5.6277,9.3636,9.3636,2.8139,4.6818,9.3636,5.6277,9.3636,9.3636,2.8139,4.6818,4.6818,2.8139,9.3636,4.6818,2.8139,8.1932,8.1932,8.1932,16.386,16.386,16.386,4.9243,9.8485,4.9243,9.3636,4.6818,5.6277,9.3636,4.6818,2.8139,4.6818,4.6818,2.8139,9.3636,9.3636,10.552,8.1932,8.1932,16.386,17.557,2.8139,9.3636,4.6818,5.6277,9.3636,9.3636,5.6277,24.58,16.386,16.386,9.3636,5.6277,9.3636,9.3636,2.8139,4.6818,9.3636,2.8139,9.3636,9.3636,5.6277,9.3636,9.3636,2.8139,4.6818,9.3636,5.6277,9.3636,4.6818,5.6277,9.3636,9.3636,5.6277,9.3636,4.6818,2.8139,9.3636,4.6818,4.6818,1.4069,4.6818,2.3409,2.8139,2.3409,4.6818,1.4069,4.6818,2.3409,2.8139,2.3409,4.6818,2.8139,4.6818,4.6818,2.8139,4.6818,4.6818,1.4069,2.3409,4.6818,2.8139,4.6818,4.6818,1.4069,2.3409,2.3409,1.4069,4.6818,2.3409,1.4069,5.8523,5.8523,5.8523,11.705,11.705,11.705,3.5173,7.0347,2.8139,4.6818,2.3409,2.8139,4.6818,2.3409,1.4069,2.3409,2.3409,1.4069,4.6818,4.6818,4.9243,5.8523,5.8523,11.705,8.1932,1.4069,4.6818,2.3409,2.8139,4.6818,4.6818,2.8139,18.727,11.705,11.705,4.6818,2.8139,4.6818,4.6818,1.4069,2.3409,4.6818,1.4069,4.6818,4.6818,2.8139,4.6818,4.6818,1.4069,2.3409,4.6818,2.8139,4.6818,2.3409,2.8139,4.6818,4.6818,2.8139,4.6818,2.3409,1.4069,4.6818,2.3409
1423,9.3277,2.6727,9.3277,4.6638,5.3453,4.6638,9.3277,2.6727,9.3277,4.6638,5.3453,4.6638,9.3277,5.3453,9.3277,9.3277,5.3453,9.3277,9.3277,2.6727,4.6638,9.3277,5.3453,9.3277,9.3277,2.6727,4.6638,4.6638,2.6727,9.3277,4.6638,2.6727,8.1617,8.1617,8.1617,16.323,16.323,16.323,4.6772,9.3543,4.6772,9.3277,4.6638,5.3453,9.3277,4.6638,2.6727,4.6638,4.6638,2.6727,9.3277,9.3277,10.022,8.1617,8.1617,16.323,17.489,2.6727,9.3277,4.6638,5.3453,9.3277,9.3277,5.3453,24.485,16.323,16.323,9.3277,5.3453,9.3277,9.3277,2.6727,4.6638,9.3277,2.6727,9.3277,9.3277,5.3453,9.3277,9.3277,2.6727,4.6638,9.3277,5.3453,9.3277,4.6638,5.3453,9.3277,9.3277,5.3453,9.3277,4.6638,2.6727,9.3277,4.6638,4.6638,1.3363,4.6638,2.3319,2.6727,2.3319,4.6638,1.3363,4.6638,2.3319,2.6727,2.3319,4.6638,2.6727,4.6638,4.6638,2.6727,4.6638,4.6638,1.3363,2.3319,4.6638,2.6727,4.6638,4.6638,1.3363,2.3319,2.3319,1.3363,4.6638,2.3319,1.3363,5.8298,5.8298,5.8298,11.66,11.66,11.66,3.3408,6.6817,2.6727,4.6638,2.3319,2.6727,4.6638,2.3319,1.3363,2.3319,2.3319,1.3363,4.6638,4.6638,4.6772,5.8298,5.8298,11.66,8.1617,1.3363,4.6638,2.3319,2.6727,4.6638,4.6638,2.6727,18.655,11.66,11.66,4.6638,2.6727,4.6638,4.6638,1.3363,2.3319,4.6638,1.3363,4.6638,4.6638,2.6727,4.6638,4.6638,1.3363,2.3319,4.6638,2.6727,4.6638,2.3319,2.6727,4.6638,4.6638,2.6727,4.6638,2.3319,1.3363,4.6638,2.3319
1424,9.2917,2.1032,9.2917,4.6458,4.2065,4.6458,9.2917,2.1032,9.2917,4.6458,4.2065,4.6458,9.2917,4.2065,9.2917,9.2917,4.2065,9.2917,9.2917,2.1032,4.6458,9.2917,4.2065,9.2917,9.2917,2.1032,4.6458,4.6458,2.1032,9.2917,4.6458,2.1032,8.1302,8.1302,8.1302,16.26,16.26,16.26,3.6807,7.3613,3.6807,9.2917,4.6458,4.2065,9.2917,4.6458,2.1032,4.6458,4.6458,2.1032,9.2917,9.2917,7.8871,8.1302,8.1302,16.26,17.422,2.1032,9.2917,4.6458,4.2065,9.2917,9.2917,4.2065,24.391,16.26,16.26,9.2917,4.2065,9.2917,9.2917,2.1032,4.6458,9.2917,2.1032,9.2917,9.2917,4.2065,9.2917,9.2917,2.1032,4.6458,9.2917,4.2065,9.2917,4.6458,4.2065,9.2917,9.2917,4.2065,9.2917,4.6458,2.1032,9.2917,4.6458,4.6458,1.0516,4.6458,2.3229,2.1032,2.3229,4.6458,1.0516,4.6458,2.3229,2.1032,2.3229,4.6458,2.1032,4.6458,4.6458,2.1032,4.6458,4.6458,1.0516,2.3229,4.6458,2.1032,4.6458,4.6458,1.0516,2.3229,2.3229,1.0516,4.6458,2.3229,1.0516,5.8073,5.8073,5.8073,11.615,11.615,11.615,2.629,5.2581,2.1032,4.6458,2.3229,2.1032,4.6458,2.3229,1.0516,2.3229,2.3229,1.0516,4.6458,4.6458,3.6807,5.8073,5.8073,11.615,8.1302,1.0516,4.6458,2.3229,2.1032,4.6458,4.6458,2.1032,18.583,11.615,11.615,4.6458,2.1032,4.6458,4.6458,1.0516,2.3229,4.6458,1.0516,4.6458,4.6458,2.1032,4.6458,4.6458,1.0516,2.3229,4.6458,2.1032,4.6458,2.3229,2.1032,4.6458,4.6458,2.1032,4.6458,2.3229,1.0516,4.6458,2.3229
1425,9.3705,2.1018,9.3705,4.6853,4.2036,4.6853,9.3705,2.1018,9.3705,4.6853,4.2036,4.6853,9.3705,4.2036,9.3705,9.3705,4.2036,9.3705,9.3705,2.1018,4.6853,9.3705,4.2036,9.3705,9.3705,2.1018,4.6853,4.6853,2.1018,9.3705,4.6853,2.1018,8.1992,8.1992,8.1992,16.398,16.398,16.398,3.6781,7.3563,3.6781,9.3705,4.6853,4.2036,9.3705,4.6853,2.1018,4.6853,4.6853,2.1018,9.3705,9.3705,7.8817,8.1992,8.1992,16.398,17.57,2.1018,9.3705,4.6853,4.2036,9.3705,9.3705,4.2036,24.598,16.398,16.398,9.3705,4.2036,9.3705,9.3705,2.1018,4.6853,9.3705,2.1018,9.3705,9.3705,4.2036,9.3705,9.3705,2.1018,4.6853,9.3705,4.2036,9.3705,4.6853,4.2036,9.3705,9.3705,4.2036,9.3705,4.6853,2.1018,9.3705,4.6853,4.6853,1.0509,4.6853,2.3426,2.1018,2.3426,4.6853,1.0509,4.6853,2.3426,2.1018,2.3426,4.6853,2.1018,4.6853,4.6853,2.1018,4.6853,4.6853,1.0509,2.3426,4.6853,2.1018,4.6853,4.6853,1.0509,2.3426,2.3426,1.0509,4.6853,2.3426,1.0509,5.8566,5.8566,5.8566,11.713,11.713,11.713,2.6272,5.2545,2.1018,4.6853,2.3426,2.1018,4.6853,2.3426,1.0509,2.3426,2.3426,1.0509,4.6853,4.6853,3.6781,5.8566,5.8566,11.713,8.1992,1.0509,4.6853,2.3426,2.1018,4.6853,4.6853,2.1018,18.741,11.713,11.713,4.6853,2.1018,4.6853,4.6853,1.0509,2.3426,4.6853,1.0509,4.6853,4.6853,2.1018,4.6853,4.6853,1.0509,2.3426,4.6853,2.1018,4.6853,2.3426,2.1018,4.6853,4.6853,2.1018,4.6853,2.3426,1.0509,4.6853,2.3426
1426,9.4482,2.1038,9.4482,4.7241,4.2076,4.7241,9.4482,2.1038,9.4482,4.7241,4.2076,4.7241,9.4482,4.2076,9.4482,9.4482,4.2076,9.4482,9.4482,2.1038,4.7241,9.4482,4.2076,9.4482,9.4482,2.1038,4.7241,4.7241,2.1038,9.4482,4.7241,2.1038,8.2672,8.2672,8.2672,16.534,16.534,16.534,3.6817,7.3633,3.6817,9.4482,4.7241,4.2076,9.4482,4.7241,2.1038,4.7241,4.7241,2.1038,9.4482,9.4482,7.8893,8.2672,8.2672,16.534,17.715,2.1038,9.4482,4.7241,4.2076,9.4482,9.4482,4.2076,24.802,16.534,16.534,9.4482,4.2076,9.4482,9.4482,2.1038,4.7241,9.4482,2.1038,9.4482,9.4482,4.2076,9.4482,9.4482,2.1038,4.7241,9.4482,4.2076,9.4482,4.7241,4.2076,9.4482,9.4482,4.2076,9.4482,4.7241,2.1038,9.4482,4.7241,4.7241,1.0519,4.7241,2.3621,2.1038,2.3621,4.7241,1.0519,4.7241,2.3621,2.1038,2.3621,4.7241,2.1038,4.7241,4.7241,2.1038,4.7241,4.7241,1.0519,2.3621,4.7241,2.1038,4.7241,4.7241,1.0519,2.3621,2.3621,1.0519,4.7241,2.3621,1.0519,5.9051,5.9051,5.9051,11.81,11.81,11.81,2.6298,5.2595,2.1038,4.7241,2.3621,2.1038,4.7241,2.3621,1.0519,2.3621,2.3621,1.0519,4.7241,4.7241,3.6817,5.9051,5.9051,11.81,8.2672,1.0519,4.7241,2.3621,2.1038,4.7241,4.7241,2.1038,18.896,11.81,11.81,4.7241,2.1038,4.7241,4.7241,1.0519,2.3621,4.7241,1.0519,4.7241,4.7241,2.1038,4.7241,4.7241,1.0519,2.3621,4.7241,2.1038,4.7241,2.3621,2.1038,4.7241,4.7241,2.1038,4.7241,2.3621,1.0519,4.7241,2.3621
1427,9.434,2.0809,9.434,4.717,4.1618,4.717,9.434,2.0809,9.434,4.717,4.1618,4.717,9.434,4.1618,9.434,9.434,4.1618,9.434,9.434,2.0809,4.717,9.434,4.1618,9.434,9.434,2.0809,4.717,4.717,2.0809,9.434,4.717,2.0809,8.2547,8.2547,8.2547,16.509,16.509,16.509,3.6415,7.2831,3.6415,9.434,4.717,4.1618,9.434,4.717,2.0809,4.717,4.717,2.0809,9.434,9.434,7.8033,8.2547,8.2547,16.509,17.689,2.0809,9.434,4.717,4.1618,9.434,9.434,4.1618,24.764,16.509,16.509,9.434,4.1618,9.434,9.434,2.0809,4.717,9.434,2.0809,9.434,9.434,4.1618,9.434,9.434,2.0809,4.717,9.434,4.1618,9.434,4.717,4.1618,9.434,9.434,4.1618,9.434,4.717,2.0809,9.434,4.717,4.717,1.0404,4.717,2.3585,2.0809,2.3585,4.717,1.0404,4.717,2.3585,2.0809,2.3585,4.717,2.0809,4.717,4.717,2.0809,4.717,4.717,1.0404,2.3585,4.717,2.0809,4.717,4.717,1.0404,2.3585,2.3585,1.0404,4.717,2.3585,1.0404,5.8962,5.8962,5.8962,11.792,11.792,11.792,2.6011,5.2022,2.0809,4.717,2.3585,2.0809,4.717,2.3585,1.0404,2.3585,2.3585,1.0404,4.717,4.717,3.6415,5.8962,5.8962,11.792,8.2547,1.0404,4.717,2.3585,2.0809,4.717,4.717,2.0809,18.868,11.792,11.792,4.717,2.0809,4.717,4.717,1.0404,2.3585,4.717,1.0404,4.717,4.717,2.0809,4.717,4.717,1.0404,2.3585,4.717,2.0809,4.717,2.3585,2.0809,4.717,4.717,2.0809,4.717,2.3585,1.0404,4.717,2.3585
